  35.01
 944.00
 535898367
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1987 10 29 12	38361.60	0.13	316.03	0.00	4.83	4.83	497.79
1987 10 30 12	38016.00	0.04	397.74	0.00	8.44	8.44	643.62
1987 10 31 12	38016.00	0.00	385.71	0.00	12.84	12.84	828.34
1987 11 01 12	38016.00	0.00	384.43	0.00	13.39	13.39	832.96
1987 11 02 12	37670.40	0.00	384.70	0.00	12.64	12.64	799.44
1987 11 03 12	37670.40	0.00	372.73	0.00	12.81	12.81	839.23
1987 11 04 12	37670.40	0.00	356.20	0.00	13.65	13.65	916.52
1987 11 05 12	37324.80	0.00	354.35	0.00	14.20	14.20	910.13
1987 11 06 12	37324.80	0.00	373.38	0.00	8.90	8.90	622.56
1987 11 07 12	37324.80	0.00	379.05	0.00	6.98	6.98	520.46
1987 11 08 12	37055.25	0.00	379.36	0.00	8.05	8.05	577.80
1987 11 09 12	36979.20	27.18	252.88	0.00	10.49	10.49	807.26
1987 11 10 12	36979.20	14.16	189.72	0.00	14.04	14.04	1057.31
1987 11 11 12	36953.12	1.85	291.36	0.00	7.24	7.24	614.05
1987 11 12 12	36633.60	0.05	302.51	0.00	2.17	2.17	422.91
1987 11 13 12	36633.60	0.00	368.53	0.00	4.16	4.16	447.87
1987 11 14 12	36633.60	0.00	362.63	0.00	6.84	6.84	515.45
1987 11 15 12	36449.55	0.94	269.24	0.00	7.25	7.25	570.27
1987 11 16 12	36288.00	35.91	229.21	0.00	9.53	9.53	803.51
1987 11 17 12	36288.00	22.87	126.04	0.00	13.19	13.19	1119.82
1987 11 18 12	36288.00	3.77	242.29	0.00	9.74	9.74	829.55
1987 11 19 12	36103.95	1.53	229.98	0.00	6.51	6.51	629.72
1987 11 20 12	35942.40	0.50	276.76	0.00	4.48	4.48	540.23
1987 11 21 12	35942.40	0.00	323.17	0.00	0.29	0.29	378.96
1987 11 22 12	35942.40	0.00	326.50	0.00	0.75	0.75	379.68
1987 11 23 12	35916.32	0.00	346.43	0.00	3.04	3.04	421.86
1987 11 24 12	35596.80	0.66	268.86	0.00	5.49	5.49	524.72
1987 11 25 12	35596.80	0.22	295.13	0.00	9.10	9.10	776.39
1987 11 26 12	35596.80	10.58	108.52	0.00	11.48	11.48	1076.31
1987 11 27 12	35596.80	9.29	67.39	0.00	12.79	12.79	1235.26
1987 11 28 12	35570.73	7.03	117.83	0.00	11.25	11.25	1075.53
1987 11 29 12	35327.25	1.70	203.44	0.00	9.35	9.35	877.03
1987 11 30 12	35251.20	0.00	286.72	0.00	5.51	5.51	613.66
1987 12 01 12	35251.20	0.00	224.93	0.00	1.97	1.97	478.74
1987 12 02 12	35251.20	0.00	300.68	0.00	-0.30	-0.30	385.88
1987 12 03 12	35251.20	0.81	272.12	0.00	1.31	1.31	406.00
1987 12 04 12	35251.20	0.53	241.55	0.00	3.76	3.76	488.09
1987 12 05 12	35067.15	0.09	312.63	0.00	-0.06	-0.06	371.41
1987 12 06 12	34924.52	0.00	309.15	0.00	0.11	0.11	392.23
1987 12 07 12	34905.60	0.12	251.07	0.00	3.35	3.35	502.95
1987 12 08 12	34905.60	4.31	201.55	0.00	5.47	5.47	646.66
1987 12 09 12	34905.60	12.89	127.08	0.00	8.61	8.61	884.98
1987 12 10 12	34905.60	6.82	165.18	0.00	10.44	10.44	935.64
1987 12 11 12	34905.60	1.29	241.18	0.00	6.89	6.89	654.90
1987 12 12 12	34905.60	0.10	293.26	0.00	6.57	6.57	614.68
1987 12 13 12	34905.60	0.12	230.42	0.00	5.56	5.56	591.47
1987 12 14 12	34905.60	31.41	212.10	0.00	5.56	5.56	639.37
1987 12 15 12	34879.53	17.59	165.33	0.00	8.40	8.40	772.73
1987 12 16 12	34879.53	2.38	310.76	0.00	3.07	3.07	461.70
1987 12 17 12	34809.09	0.00	284.52	0.00	-1.11	-1.11	331.97
1987 12 18 12	34721.55	0.74	279.75	0.00	-1.74	-1.74	324.63
1987 12 19 12	34721.55	2.87	271.54	0.00	0.87	0.87	416.47
1987 12 20 12	34721.55	2.29	231.06	0.00	6.62	6.62	680.13
1987 12 21 12	34721.55	1.93	190.44	0.00	8.70	8.70	812.46
1987 12 22 12	34721.55	0.53	189.76	0.00	7.79	7.79	755.07
1987 12 23 12	34721.55	0.07	247.96	0.00	4.25	4.25	529.84
1987 12 24 12	34809.09	16.44	227.56	0.00	4.07	4.07	560.17
1987 12 25 12	34809.09	9.39	183.20	0.00	9.23	9.23	908.76
1987 12 26 12	34879.53	6.36	118.67	0.00	13.39	13.39	1214.46
1987 12 27 12	34905.60	13.01	178.06	0.00	12.48	12.48	1097.17
1987 12 28 12	34905.60	8.14	122.58	0.00	10.34	10.34	927.19
1987 12 29 12	34905.60	1.50	254.90	0.00	3.05	3.05	496.57
1987 12 30 12	34905.60	0.01	311.61	0.00	-1.14	-1.14	337.03
1987 12 31 12	34905.60	3.12	274.18	0.00	-0.17	-0.17	383.10
1988 01 01 12	34905.60	6.52	221.18	0.00	4.21	4.21	579.64
1988 01 02 12	34905.60	2.83	208.43	0.00	4.82	4.82	622.61
1988 01 03 12	34905.60	6.48	161.79	0.00	2.22	2.22	547.73
1988 01 04 12	34905.60	2.83	206.29	0.00	2.23	2.23	520.27
1988 01 05 12	34981.65	0.26	313.39	0.00	-1.33	-1.33	354.51
1988 01 06 12	35225.12	6.06	203.74	0.00	-3.72	-3.72	308.24
1988 01 07 12	35251.20	27.66	226.09	0.00	-5.64	-5.64	279.69
1988 01 08 12	35251.20	8.55	324.33	0.00	-5.12	-5.12	279.01
1988 01 09 12	35251.20	0.00	363.61	0.00	-4.48	-4.48	270.02
1988 01 10 12	35251.20	0.00	381.88	0.00	-4.43	-4.43	244.82
1988 01 11 12	35251.20	0.00	397.84	0.00	-6.19	-6.19	195.68
1988 01 12 12	35412.75	1.81	312.71	0.00	-4.39	-4.39	231.46
1988 01 13 12	35596.80	1.50	325.59	0.00	-0.13	-0.13	334.61
1988 01 14 12	35596.80	0.30	394.39	0.00	-4.54	-4.54	230.29
1988 01 15 12	35596.80	0.00	397.41	0.00	-5.81	-5.81	206.42
1988 01 16 12	35596.80	0.48	317.64	0.00	-4.60	-4.60	237.92
1988 01 17 12	35758.35	21.04	289.73	0.00	0.15	0.15	415.12
1988 01 18 12	35942.40	14.29	229.81	0.00	4.65	4.65	647.63
1988 01 19 12	35942.40	42.82	256.43	0.00	6.44	6.44	732.13
1988 01 20 12	35942.40	20.16	260.73	0.00	7.85	7.85	779.85
1988 01 21 12	35942.40	2.23	377.61	0.00	6.11	6.11	630.72
1988 01 22 12	36288.00	0.00	375.06	0.00	2.87	2.87	468.05
1988 01 23 12	36288.00	0.00	400.02	0.00	-1.35	-1.35	332.04
1988 01 24 12	36288.00	1.50	314.36	0.00	-0.31	-0.31	366.76
1988 01 25 12	36288.00	1.25	292.99	0.00	2.48	2.48	451.39
1988 01 26 12	36633.60	0.25	411.97	0.00	-3.27	-3.27	270.09
1988 01 27 12	36633.60	0.00	401.19	0.00	-6.23	-6.23	214.54
1988 01 28 12	36633.60	0.00	424.03	0.00	-4.20	-4.20	257.23
1988 01 29 12	36709.65	0.00	425.09	0.00	0.81	0.81	359.68
1988 01 30 12	36979.20	0.01	420.59	0.00	3.15	3.15	446.15
1988 01 31 12	36979.20	3.79	289.99	0.00	7.60	7.60	723.96
1988 02 01 12	36979.20	4.78	207.87	0.00	10.70	10.70	987.02
1988 02 02 12	37324.80	13.95	190.84	0.00	11.05	11.05	1051.44
1988 02 03 12	37324.80	16.30	208.38	0.00	11.59	11.59	1063.40
1988 02 04 12	37324.80	6.93	251.05	0.00	10.33	10.33	895.24
1988 02 05 12	37486.35	0.97	396.77	0.00	3.88	3.88	496.55
1988 02 06 12	37670.40	0.00	414.54	0.00	-3.13	-3.13	264.04
1988 02 07 12	37670.40	0.00	413.51	0.00	-6.80	-6.80	216.01
1988 02 08 12	37746.44	0.00	404.04	0.00	-1.63	-1.63	332.72
1988 02 09 12	38016.00	0.00	428.49	0.00	0.30	0.30	354.86
1988 02 10 12	38016.00	0.00	432.47	0.00	1.17	1.17	372.59
1988 02 11 12	38034.91	0.88	334.34	0.00	2.05	2.05	399.99
1988 02 12 12	38361.60	0.46	358.91	0.00	1.54	1.54	379.55
1988 02 13 12	38361.60	0.05	424.14	0.00	-4.28	-4.28	256.72
1988 02 14 12	38437.65	5.28	360.17	0.00	-2.31	-2.31	310.31
1988 02 15 12	38707.20	7.21	340.60	0.00	2.82	2.82	451.37
1988 02 16 12	38707.20	2.01	389.77	0.00	2.05	2.05	417.05
1988 02 17 12	38868.75	0.06	476.40	0.00	2.42	2.42	406.56
1988 02 18 12	39052.80	6.59	365.78	0.00	4.51	4.51	480.99
1988 02 19 12	39052.80	2.70	311.83	0.00	5.82	5.82	605.33
1988 02 20 12	39398.40	0.17	269.23	0.00	5.56	5.56	648.90
1988 02 21 12	39398.40	0.00	407.69	0.00	1.47	1.47	452.34
1988 02 22 12	39398.40	0.00	476.42	0.00	-0.09	-0.09	367.71
1988 02 23 12	39744.00	1.57	339.82	0.00	5.31	5.31	537.98
1988 02 24 12	39744.00	0.52	470.59	0.00	3.50	3.50	430.91
1988 02 25 12	39744.00	0.00	464.63	0.00	-1.19	-1.19	303.56
1988 02 26 12	40089.60	0.00	491.92	0.00	-1.32	-1.32	299.34
1988 02 27 12	40089.60	0.00	497.99	0.00	3.39	3.39	397.12
1988 02 28 12	40251.15	0.00	499.71	0.00	4.96	4.96	427.51
1988 02 29 12	40435.20	0.00	502.42	0.00	4.80	4.80	417.83
1988 03 01 12	40435.20	0.00	507.39	0.00	4.63	4.63	408.15
1988 03 02 12	40780.80	0.00	509.09	0.00	4.75	4.75	437.43
1988 03 03 12	40780.80	7.33	370.48	0.00	7.76	7.76	664.59
1988 03 04 12	40780.80	3.60	203.97	0.00	11.81	11.81	983.15
1988 03 05 12	41126.40	0.39	407.92	0.00	7.99	7.99	733.09
1988 03 06 12	41126.40	0.00	447.47	0.00	5.63	5.63	580.83
1988 03 07 12	41472.00	0.00	510.11	0.00	6.80	6.80	558.14
1988 03 08 12	41472.00	8.81	382.07	0.00	9.38	9.38	681.48
1988 03 09 12	41472.00	9.79	302.22	0.00	10.76	10.76	865.53
1988 03 10 12	41817.60	4.31	228.99	0.00	10.31	10.31	870.46
1988 03 11 12	41817.60	0.68	497.83	0.00	4.91	4.91	533.31
1988 03 12 12	41836.52	9.76	374.49	0.00	6.06	6.06	586.18
1988 03 13 12	42163.20	4.25	307.42	0.00	8.76	8.76	737.12
1988 03 14 12	42163.20	0.33	503.48	0.00	4.28	4.28	460.94
1988 03 15 12	42508.80	0.00	468.03	0.00	-2.46	-2.46	285.53
1988 03 16 12	42508.80	0.00	496.19	0.00	-2.51	-2.51	291.07
1988 03 17 12	42508.80	2.79	469.15	0.00	0.51	0.51	350.10
1988 03 18 12	42854.40	6.29	403.61	0.00	3.89	3.89	460.69
1988 03 19 12	42854.40	2.87	354.76	0.00	3.51	3.51	511.43
1988 03 20 12	43200.00	0.36	477.39	0.00	3.38	3.38	514.00
1988 03 21 12	43200.00	0.00	527.33	0.00	8.47	8.47	637.23
1988 03 22 12	43200.00	0.00	540.97	0.00	10.38	10.38	644.40
1988 03 23 12	43545.60	0.00	539.12	0.00	8.79	8.79	621.73
1988 03 24 12	43545.60	3.68	386.46	0.00	11.49	11.49	847.19
1988 03 25 12	43891.20	12.31	292.96	0.00	14.45	14.45	1113.08
1988 03 26 12	43891.20	3.71	343.72	0.00	12.90	12.90	998.30
1988 03 27 12	43891.20	0.00	544.84	0.00	9.45	9.45	668.72
1988 03 28 12	44236.80	0.00	552.88	0.00	8.12	8.12	569.87
1988 03 29 12	44236.80	0.00	555.60	0.00	9.87	9.87	673.81
1988 03 30 12	44563.48	0.00	497.50	0.00	13.36	13.36	947.81
1988 03 31 12	44582.40	3.34	339.85	0.00	15.41	15.41	1167.33
1988 04 01 12	44582.40	9.72	325.70	0.00	14.67	14.67	1155.56
1988 04 02 12	44928.00	13.36	191.61	0.00	13.90	13.90	1222.17
1988 04 03 12	44928.00	31.74	157.54	0.00	13.70	13.70	1269.14
1988 04 04 12	44928.00	12.95	265.51	0.00	14.02	14.02	1188.14
1988 04 05 12	45273.60	1.23	518.73	0.00	14.75	14.75	1006.77
1988 04 06 12	45273.60	4.57	409.67	0.00	17.37	17.37	1061.67
1988 04 07 12	45619.20	1.97	364.96	0.00	11.49	11.49	827.40
1988 04 08 12	45619.20	0.15	479.65	0.00	9.24	9.24	735.53
1988 04 09 12	45619.20	0.00	584.30	0.00	9.63	9.63	629.46
1988 04 10 12	45964.80	0.00	582.38	0.00	11.59	11.59	682.56
1988 04 11 12	45964.80	37.37	415.91	0.00	13.44	13.44	819.76
1988 04 12 12	46148.85	20.27	411.25	0.00	9.12	9.12	679.11
1988 04 13 12	46310.40	2.66	395.96	0.00	5.49	5.49	575.94
1988 04 14 12	46310.40	0.02	583.04	0.00	8.85	8.85	660.74
1988 04 15 12	46656.00	0.14	515.52	0.00	12.21	12.21	764.40
1988 04 16 12	46656.00	0.46	440.93	0.00	9.43	9.43	622.89
1988 04 17 12	46656.00	6.77	447.14	0.00	9.19	9.19	636.59
1988 04 18 12	47001.60	10.63	421.12	0.00	13.12	13.12	883.86
1988 04 19 12	47001.60	4.62	370.23	0.00	14.62	14.62	960.99
1988 04 20 12	47001.60	0.61	599.81	0.00	7.49	7.49	564.89
1988 04 21 12	47347.20	0.00	596.52	0.00	10.35	10.35	716.91
1988 04 22 12	47347.20	0.85	483.79	0.00	17.30	17.30	1192.62
1988 04 23 12	47531.25	4.75	377.55	0.00	20.93	20.93	1537.75
1988 04 24 12	47692.80	1.49	447.73	0.00	19.09	19.09	1337.45
1988 04 25 12	47692.80	0.05	456.70	0.00	13.82	13.82	900.59
1988 04 26 12	47962.35	0.02	543.41	0.00	12.88	12.88	852.59
1988 04 27 12	48038.40	0.00	562.99	0.00	13.02	13.02	844.00
1988 04 28 12	48038.40	0.00	575.91	0.00	12.43	12.43	779.83
1988 04 29 12	48365.09	0.00	543.47	0.00	10.05	10.05	705.54
1988 04 30 12	48384.00	0.00	557.78	0.00	9.79	9.79	703.30
1988 05 01 12	48384.00	0.00	580.37	0.00	10.73	10.73	710.17
1988 05 02 12	48653.56	0.00	602.36	0.00	12.02	12.02	711.29
1988 05 03 12	48729.60	0.02	546.73	0.00	12.89	12.89	764.19
1988 05 04 12	48729.60	8.07	421.55	0.00	14.06	14.06	884.28
1988 05 05 12	48913.65	2.69	474.07	0.00	11.95	11.95	851.67
1988 05 06 12	49075.20	0.00	510.87	0.00	11.64	11.64	850.93
1988 05 07 12	49075.20	0.00	577.03	0.00	14.34	14.34	912.45
1988 05 08 12	49075.20	0.00	580.25	0.00	16.37	16.37	995.65
1988 05 09 12	49420.80	3.23	378.64	0.00	16.09	16.09	1111.49
1988 05 10 12	49420.80	1.60	374.63	0.00	15.80	15.80	1083.21
1988 05 11 12	49420.80	0.18	601.58	0.00	13.67	13.67	831.57
1988 05 12 12	49690.35	0.00	586.48	0.00	14.55	14.55	896.76
1988 05 13 12	49766.40	0.95	430.84	0.00	15.83	15.83	1053.79
1988 05 14 12	49766.40	1.31	426.66	0.00	15.27	15.27	1024.55
1988 05 15 12	49766.40	4.05	433.83	0.00	16.87	16.87	1129.29
1988 05 16 12	50112.00	1.62	412.65	0.00	18.29	18.29	1213.03
1988 05 17 12	50112.00	0.63	444.49	0.00	17.52	17.52	1099.23
1988 05 18 12	50112.00	0.17	587.96	0.00	14.95	14.95	892.20
1988 05 19 12	50112.00	0.00	593.92	0.00	14.42	14.42	860.87
1988 05 20 12	50457.60	0.00	584.19	0.00	15.29	15.29	934.44
1988 05 21 12	50457.60	0.00	575.27	0.00	17.09	17.09	1059.57
1988 05 22 12	50457.60	0.52	438.87	0.00	17.83	17.83	1179.36
1988 05 23 12	50457.60	6.83	380.17	0.00	19.08	19.08	1349.38
1988 05 24 12	50641.65	7.09	346.74	0.00	17.76	17.76	1309.73
1988 05 25 12	50803.20	1.90	342.74	0.00	15.96	15.96	1129.18
1988 05 26 12	50803.20	0.09	605.80	0.00	11.48	11.48	731.91
1988 05 27 12	50803.20	0.00	611.17	0.00	12.12	12.12	722.58
1988 05 28 12	50803.20	0.00	609.06	0.00	14.26	14.26	824.87
1988 05 29 12	50987.25	0.00	600.60	0.00	16.60	16.60	961.15
1988 05 30 12	51148.80	0.00	591.53	0.00	18.50	18.50	1085.57
1988 05 31 12	51148.80	0.00	575.91	0.00	19.48	19.48	1196.87
1988 06 01 12	51148.80	0.00	552.24	0.00	20.50	20.50	1330.80
1988 06 02 12	51148.80	0.00	555.74	0.00	20.89	20.89	1368.91
1988 06 03 12	51148.80	0.20	447.60	0.00	20.60	20.60	1299.92
1988 06 04 12	51174.88	0.07	601.93	0.00	16.46	16.46	923.04
1988 06 05 12	51418.35	0.00	592.29	0.00	14.00	14.00	821.88
1988 06 06 12	51494.40	0.00	605.23	0.00	15.89	15.89	913.77
1988 06 07 12	51494.40	0.00	598.93	0.00	19.01	19.01	1094.06
1988 06 08 12	51494.40	0.07	548.25	0.00	21.68	21.68	1299.90
1988 06 09 12	51494.40	0.03	555.97	0.00	21.43	21.43	1267.61
1988 06 10 12	51494.40	0.00	564.34	0.00	18.07	18.07	1026.36
1988 06 11 12	51494.40	0.00	607.42	0.00	13.75	13.75	772.05
1988 06 12 12	51494.40	0.00	608.19	0.00	14.75	14.75	810.51
1988 06 13 12	51494.40	0.00	608.52	0.00	16.85	16.85	919.40
1988 06 14 12	51494.40	0.00	590.32	0.00	19.07	19.07	1084.76
1988 06 15 12	51520.47	0.38	489.44	0.00	19.81	19.81	1215.83
1988 06 16 12	51590.91	0.54	420.11	0.00	20.88	20.88	1343.26
1988 06 17 12	51590.91	10.00	414.21	0.00	21.05	21.05	1372.40
1988 06 18 12	51678.45	5.63	417.58	0.00	20.80	20.80	1363.82
1988 06 19 12	51678.45	15.06	401.33	0.00	20.60	20.60	1421.81
1988 06 20 12	51678.45	8.67	382.49	0.00	21.64	21.64	1532.81
1988 06 21 12	51678.45	1.30	547.05	0.00	21.63	21.63	1446.48
1988 06 22 12	51678.45	0.00	545.74	0.00	22.77	22.77	1525.20
1988 06 23 12	51678.45	0.77	472.29	0.00	23.66	23.66	1634.58
1988 06 24 12	51590.91	11.73	399.43	0.00	24.33	24.33	1743.51
1988 06 25 12	51520.47	7.03	374.76	0.00	24.22	24.22	1812.36
1988 06 26 12	51520.47	1.07	510.09	0.00	24.85	24.85	1781.02
1988 06 27 12	51494.40	0.00	538.92	0.00	23.98	23.98	1566.75
1988 06 28 12	51494.40	0.00	534.40	0.00	19.40	19.40	1254.17
1988 06 29 12	51494.40	5.04	450.46	0.00	19.64	19.64	1338.98
1988 06 30 12	51494.40	14.22	380.20	0.00	22.68	22.68	1568.59
1988 07 01 12	51494.40	4.18	485.24	0.00	17.89	17.89	1198.95
1988 07 02 12	51494.40	7.49	415.72	0.00	15.69	15.69	1117.10
1988 07 03 12	51494.40	14.74	254.43	0.00	17.75	17.75	1424.58
1988 07 04 12	51494.40	14.17	110.24	0.00	16.55	16.55	1560.57
1988 07 05 12	51475.48	4.24	185.41	0.00	18.38	18.38	1610.94
1988 07 06 12	51332.85	0.29	512.20	0.00	17.96	17.96	1271.42
1988 07 07 12	51148.80	0.00	569.55	0.00	18.75	18.75	1230.23
1988 07 08 12	51148.80	0.16	477.79	0.00	21.62	21.62	1462.74
1988 07 09 12	51148.80	1.11	461.26	0.00	23.65	23.65	1653.80
1988 07 10 12	51148.80	2.01	393.54	0.00	23.98	23.98	1733.53
1988 07 11 12	51148.80	6.41	393.94	0.00	23.46	23.46	1683.22
1988 07 12 12	51072.75	3.56	347.58	0.00	23.28	23.28	1764.33
1988 07 13 12	50829.27	4.40	329.64	0.00	22.79	22.79	1794.44
1988 07 14 12	50803.20	1.67	349.47	0.00	22.73	22.73	1797.84
1988 07 15 12	50803.20	3.06	410.42	0.00	23.81	23.81	1807.05
1988 07 16 12	50803.20	3.63	382.77	0.00	25.37	25.37	1888.45
1988 07 17 12	50803.20	5.78	395.24	0.00	23.92	23.92	1757.23
1988 07 18 12	50483.68	2.25	377.83	0.00	24.71	24.71	1862.82
1988 07 19 12	50457.60	0.22	466.89	0.00	24.04	24.04	1744.54
1988 07 20 12	50457.60	1.10	407.72	0.00	23.49	23.49	1719.19
1988 07 21 12	50457.60	6.26	373.88	0.00	23.56	23.56	1757.25
1988 07 22 12	50296.05	14.35	351.18	0.00	22.64	22.64	1712.44
1988 07 23 12	50112.00	7.15	366.54	0.00	20.97	20.97	1562.25
1988 07 24 12	50112.00	1.09	456.39	0.00	20.17	20.17	1397.94
1988 07 25 12	50112.00	4.82	475.81	0.00	20.48	20.48	1384.01
1988 07 26 12	49950.45	6.56	396.00	0.00	21.20	21.20	1508.91
1988 07 27 12	49766.40	8.08	384.91	0.00	20.77	20.77	1536.25
1988 07 28 12	49766.40	3.24	396.37	0.00	21.40	21.40	1609.51
1988 07 29 12	49766.40	0.77	412.51	0.00	22.66	22.66	1688.46
1988 07 30 12	49446.88	0.82	442.15	0.00	22.85	22.85	1685.78
1988 07 31 12	49420.80	0.32	487.57	0.00	23.19	23.19	1681.70
1988 08 01 12	49420.80	0.99	427.58	0.00	23.60	23.60	1719.86
1988 08 02 12	49344.75	1.64	397.54	0.00	24.09	24.09	1803.34
1988 08 03 12	49075.20	7.23	364.03	0.00	23.96	23.96	1881.51
1988 08 04 12	49075.20	10.76	333.17	0.00	23.44	23.44	1910.53
1988 08 05 12	49075.20	14.67	320.74	0.00	22.61	22.61	1845.39
1988 08 06 12	48729.60	7.96	362.29	0.00	21.52	21.52	1719.22
1988 08 07 12	48729.60	3.02	378.89	0.00	22.80	22.80	1775.63
1988 08 08 12	48729.60	0.56	512.01	0.00	23.11	23.11	1729.17
1988 08 09 12	48384.00	0.00	503.02	0.00	23.35	23.35	1774.99
1988 08 10 12	48384.00	0.02	471.92	0.00	23.83	23.83	1850.05
1988 08 11 12	48384.00	6.36	372.77	0.00	23.86	23.86	1897.47
1988 08 12 12	48038.40	4.70	347.52	0.00	22.76	22.76	1810.35
1988 08 13 12	48038.40	0.86	495.71	0.00	22.04	22.04	1677.52
1988 08 14 12	48038.40	0.00	487.99	0.00	22.44	22.44	1723.65
1988 08 15 12	47692.80	1.08	392.35	0.00	23.13	23.13	1801.70
1988 08 16 12	47692.80	1.47	446.81	0.00	23.37	23.37	1762.69
1988 08 17 12	47692.80	0.37	525.59	0.00	23.76	23.76	1733.78
1988 08 18 12	47347.20	0.00	529.03	0.00	24.48	24.48	1766.00
1988 08 19 12	47347.20	19.16	397.97	0.00	24.16	24.16	1784.91
1988 08 20 12	47347.20	15.79	362.78	0.00	23.73	23.73	1878.12
1988 08 21 12	47001.60	4.58	335.04	0.00	23.31	23.31	1929.82
1988 08 22 12	47001.60	0.84	335.17	0.00	21.79	21.79	1828.01
1988 08 23 12	46925.56	0.85	241.71	0.00	21.27	21.27	1872.49
1988 08 24 12	46656.00	0.24	379.71	0.00	21.17	21.17	1737.82
1988 08 25 12	46656.00	0.00	544.68	0.00	19.79	19.79	1367.27
1988 08 26 12	46310.40	0.00	558.05	0.00	19.64	19.64	1242.60
1988 08 27 12	46310.40	0.00	551.32	0.00	20.11	20.11	1336.73
1988 08 28 12	46310.40	1.22	352.48	0.00	21.88	21.88	1668.35
1988 08 29 12	45964.80	0.95	376.61	0.00	21.27	21.27	1665.55
1988 08 30 12	45964.80	1.03	367.13	0.00	21.86	21.86	1711.58
1988 08 31 12	45964.80	1.17	281.37	0.00	20.72	20.72	1709.98
1988 09 01 12	45619.20	0.30	402.40	0.00	17.95	17.95	1437.87
1988 09 02 12	45619.20	0.01	482.52	0.00	17.72	17.72	1340.06
1988 09 03 12	45273.60	29.88	344.87	0.00	18.99	18.99	1518.47
1988 09 04 12	45273.60	21.31	161.73	0.00	19.13	19.13	1662.98
1988 09 05 12	45273.60	3.83	413.20	0.00	16.05	16.05	1283.01
1988 09 06 12	44928.00	0.39	380.74	0.00	17.12	17.12	1291.29
1988 09 07 12	44928.00	0.13	452.50	0.00	16.23	16.23	1203.44
1988 09 08 12	44678.91	2.02	394.20	0.00	13.69	13.69	1033.48
1988 09 09 12	44582.40	2.94	337.44	0.00	15.39	15.39	1259.27
1988 09 10 12	44582.40	3.98	200.37	0.00	18.06	18.06	1627.25
1988 09 11 12	44236.80	1.27	263.29	0.00	19.23	19.23	1731.47
1988 09 12 12	44236.80	1.87	273.03	0.00	20.40	20.40	1820.36
1988 09 13 12	44236.80	0.87	302.55	0.00	21.43	21.43	1855.56
1988 09 14 12	43891.20	0.09	483.49	0.00	21.40	21.40	1677.50
1988 09 15 12	43891.20	0.04	408.79	0.00	21.82	21.82	1703.26
1988 09 16 12	43545.60	12.32	263.47	0.00	20.22	20.22	1668.50
1988 09 17 12	43545.60	20.17	217.26	0.00	16.08	16.08	1427.58
1988 09 18 12	43545.60	5.36	336.08	0.00	16.72	16.72	1477.44
1988 09 19 12	43200.00	0.34	266.67	0.00	18.32	18.32	1628.09
1988 09 20 12	43200.00	2.53	312.21	0.00	20.16	20.16	1686.39
1988 09 21 12	42854.40	0.81	484.11	0.00	20.01	20.01	1441.82
1988 09 22 12	42854.40	0.00	508.67	0.00	17.45	17.45	1142.84
1988 09 23 12	42854.40	0.00	496.79	0.00	18.83	18.83	1264.12
1988 09 24 12	42508.80	1.68	346.08	0.00	20.56	20.56	1533.15
1988 09 25 12	42508.80	0.81	371.76	0.00	20.58	20.58	1576.00
1988 09 26 12	42163.20	0.08	453.15	0.00	18.91	18.91	1384.69
1988 09 27 12	42163.20	0.00	470.44	0.00	16.09	16.09	1141.46
1988 09 28 12	42163.20	0.00	478.58	0.00	15.23	15.23	1069.73
1988 09 29 12	41817.60	0.00	472.99	0.00	15.90	15.90	1179.21
1988 09 30 12	41817.60	0.00	337.52	0.00	18.74	18.74	1538.53
1988 10 01 12	41721.09	38.73	239.88	0.00	18.08	18.08	1574.63
1988 10 02 12	41472.00	32.49	197.33	0.00	17.75	17.75	1605.37
1988 10 03 12	41472.00	20.28	191.54	0.00	17.59	17.59	1553.08
1988 10 04 12	41126.40	4.59	373.08	0.00	14.58	14.58	1166.06
1988 10 05 12	41126.40	0.00	474.24	0.00	10.16	10.16	774.92
1988 10 06 12	41126.40	0.00	471.02	0.00	9.03	9.03	689.71
1988 10 07 12	40780.80	0.00	467.47	0.00	8.51	8.51	661.25
1988 10 08 12	40780.80	0.00	477.76	0.00	7.16	7.16	587.20
1988 10 09 12	40435.20	0.06	370.44	0.00	7.68	7.68	625.10
1988 10 10 12	40435.20	0.02	451.53	0.00	8.42	8.42	684.88
1988 10 11 12	40435.20	0.00	451.44	0.00	10.00	10.00	736.93
1988 10 12 12	40089.60	0.00	456.56	0.00	9.48	9.48	666.67
1988 10 13 12	40089.60	0.00	460.30	0.00	6.16	6.16	519.91
1988 10 14 12	40089.60	0.00	459.98	0.00	5.21	5.21	493.09
1988 10 15 12	39744.00	0.00	460.02	0.00	7.24	7.24	549.66
1988 10 16 12	39744.00	0.14	354.64	0.00	9.18	9.18	641.97
1988 10 17 12	39474.44	0.05	439.53	0.00	10.97	10.97	765.95
1988 10 18 12	39398.40	5.25	311.25	0.00	13.89	13.89	971.62
1988 10 19 12	39398.40	2.72	311.10	0.00	13.97	13.97	981.75
1988 10 20 12	39052.80	5.46	316.46	0.00	8.01	8.01	665.04
1988 10 21 12	39052.80	3.47	246.35	0.00	7.45	7.45	715.36
1988 10 22 12	39052.80	0.62	312.16	0.00	8.43	8.43	763.19
